# E [TeV]      # E low [TeV]  # E high [TeV] # Phi [TeV-1 cm-2 s-1]  # Phi low [TeV-1 cm-2 s-1]  # Phi high [TeV-1 cm-2 s-1] # UL
0.3652         0.3162         0.4217         1.21114e-10             1.03197e-10                 1.39031e-10                 0
0.487          0.4217         0.5623         7.91696e-11             7.03755e-11                 8.79638e-11                 0
0.6494         0.5623         0.7499         4.5839e-11              4.11417e-11                 5.05363e-11                 0
0.866          0.7499         1              1.90923e-11             1.66028e-11                 2.15817e-11                 0
1.155          1              1.334          1.47318e-11             1.31898e-11                 1.62738e-11                 0
1.54           1.334          1.778          7.62326e-12             6.75448e-12                 8.49204e-12                 0
2.054          1.778          2.371          3.96954e-12             3.44949e-12                 4.48959e-12                 0
2.738          2.371          3.162          2.16242e-12             1.83671e-12                 2.48813e-12                 0
3.652          3.162          4.217          1.04236e-12             8.43001e-13                 1.24172e-12                 0
4.87           4.217          5.623          6.00407e-13             4.7634e-13                  7.24475e-13                 0
6.494          5.623          7.499          2.86498e-13             2.15609e-13                 3.57386e-13                 0
8.66           7.499          10             1.79052e-13             1.34911e-13                 2.23193e-13                 0
11.55          10             13.34          4.76686e-14             2.45587e-14                 7.07784e-14                 0
15.4           13.34          17.78          6.66059e-14             -1                          -1                          1
20.54          17.78          23.71          1.37704e-14             4.46173e-15                 2.3079e-14                  0
27.38          23.71          31.62          3.20418e-14             -1                          -1                          1
36.52          31.62          42.17          5.15853e-15             2.18025e-15                 8.13681e-15                 0
48.7           42.17          56.23          0                       -1                          -1                          1
