# E [TeV]      # E low [TeV]  # E high [TeV] # Phi [TeV-1 cm-2 s-1]  # Phi low [TeV-1 cm-2 s-1]  # Phi high [TeV-1 cm-2 s-1] # UL
0.866          0.7499         1              5.43629e-11             4.7206e-11                  6.15197e-11                 0
1.155          1              1.334          2.67316e-11             2.36773e-11                 2.9786e-11                  0
1.54           1.334          1.778          1.62776e-11             1.4379e-11                  1.81762e-11                 0
2.054          1.778          2.371          7.26147e-12             6.2554e-12                  8.26755e-12                 0
2.738          2.371          3.162          3.77507e-12             3.20112e-12                 4.34902e-12                 0
3.652          3.162          4.217          1.18597e-12             9.20198e-13                 1.45174e-12                 0
4.87           4.217          5.623          5.88924e-13             4.34642e-13                 7.43205e-13                 0
6.494          5.623          7.499          4.80742e-13             3.67574e-13                 5.9391e-13                  0
8.66           7.499          10             1.07146e-13             5.88469e-14                 1.55445e-13                 0
11.55          10             13.34          7.21251e-14             4.03407e-14                 1.03909e-13                 0
15.4           13.34          17.78          4.51074e-14             -1                          -1                          1
20.54          17.78          23.71          5.74795e-14             -1                          -1                          1
27.38          23.71          31.62          9.15691e-15             -1                          -1                          1
36.52          31.62          42.17          6.78788e-15             -1                          -1                          1
48.7           42.17          56.23          5.04662e-15             -1                          -1                          1
